metric,approach,instance,value,prompt_ver,id,stratum
semantic,GPT_3_Turbo_16K,expected,1.0,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/345759b16a979ca20c5e22ef78c9c3a4_LocalBusiness_semantic.csv,2
semantic,GPT_3_Turbo_16K,pred,0.782608695652174,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/690a9803a4ff14a368e32559f16ba3c9_LocalBusiness_semantic.csv,2
semantic,GPT_3_Turbo_16K,expected,0.8846153846153846,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/690a9803a4ff14a368e32559f16ba3c9_LocalBusiness_semantic.csv,2
semantic,GPT_3_Turbo_16K,pred,0.75,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/6b394ce342a0bc94b4ec91654b175de4_Product_semantic.csv,2
semantic,GPT_3_Turbo_16K,expected,0.6923076923076923,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/6b394ce342a0bc94b4ec91654b175de4_Product_semantic.csv,2
jaccardms,GPT_3_Turbo_16K,pred,0.3720930232558139,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/345759b16a979ca20c5e22ef78c9c3a4_LocalBusiness_jaccardms.csv,2
jaccardms,GPT_3_Turbo_16K,expected,0.8372093023255814,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/345759b16a979ca20c5e22ef78c9c3a4_LocalBusiness_jaccardms.csv,2
jaccardms,GPT_3_Turbo_16K,pred,0.5625,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/690a9803a4ff14a368e32559f16ba3c9_LocalBusiness_jaccardms.csv,2
jaccardms,GPT_3_Turbo_16K,expected,0.6875,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/690a9803a4ff14a368e32559f16ba3c9_LocalBusiness_jaccardms.csv,2
jaccardms,GPT_3_Turbo_16K,pred,0.46875,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/6b394ce342a0bc94b4ec91654b175de4_Product_jaccardms.csv,2
jaccardms,GPT_3_Turbo_16K,expected,0.734375,text2kg_prompt3,data/WDC/GenPromptXP/pset_length/stratum_2/corpus/GPT_3_Turbo_16K/text2kg_prompt3/6b394ce342a0bc94b4ec91654b175de4_Product_jaccardms.csv,2
