metric,approach,instance,value,prompt_ver,sample_feature,stratum,document_id,document_classes
factual,GPT_4_Turbo_Preview,pred,0.8125,text2kg_prompt3,pset_length,stratum_1,7d7a317d2ba15dc594fcb8a29739b54c,WebPage_Organization
factual,GPT_4_Turbo_Preview,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_1,7d7a317d2ba15dc594fcb8a29739b54c,WebPage_Organization
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,9ef20d639564309408db3e15d3be1b76,Article
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,9ef20d639564309408db3e15d3be1b76,Article
jaccardms,GPT_4_Turbo_Preview,pred,0.92,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
jaccardms,GPT_4_Turbo_Preview,expected,0.36,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
factual,GPT_4_Turbo_Preview,pred,0.8,text2kg_prompt3,pset_length,stratum_1,9ef20d639564309408db3e15d3be1b76,Article
factual,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,9ef20d639564309408db3e15d3be1b76,Article
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
shacl,GPT_4_Turbo_Preview,pred,0.777777783950617,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
shacl,GPT_4_Turbo_Preview,expected,0.9166666736111104,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
factual,GPT_4_Turbo_Preview,pred,0.7142857142857143,text2kg_prompt3,pset_length,stratum_1,15c8791c4cab6c6a950393560007e662,ScholarlyArticle
factual,GPT_4_Turbo_Preview,expected,0.2941176470588235,text2kg_prompt3,pset_length,stratum_1,15c8791c4cab6c6a950393560007e662,ScholarlyArticle
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,15c8791c4cab6c6a950393560007e662,ScholarlyArticle
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,15c8791c4cab6c6a950393560007e662,ScholarlyArticle
factual,GPT_4_Turbo_Preview,pred,0.875,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
factual,GPT_4_Turbo_Preview,expected,0.8571428571428571,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
factual,GPT_4_Turbo_Preview,pred,0.8571428571428571,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
factual,GPT_4_Turbo_Preview,expected,0.8888888888888888,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
semantic,GPT_4_Turbo_Preview,pred,0.96,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
semantic,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
factual,GPT_4_Turbo_Preview,pred,0.925925925925926,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
factual,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
jaccardms,GPT_4_Turbo_Preview,pred,0.9523809523809524,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
jaccardms,GPT_4_Turbo_Preview,expected,0.8253968253968254,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
semantic,GPT_4_Turbo_Preview,pred,0.4482758620689655,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
semantic,GPT_4_Turbo_Preview,expected,0.9333333333333332,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
factual,GPT_4_Turbo_Preview,pred,0.1764705882352941,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
factual,GPT_4_Turbo_Preview,expected,0.5,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
factual,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
factual,GPT_4_Turbo_Preview,expected,0.9166666666666666,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
shacl,GPT_4_Turbo_Preview,expected,0.8888889012345665,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3b60b5e37f6ce81567231d49b1a8918a,TVSeries
jaccardms,GPT_4_Turbo_Preview,pred,0.3055555555555556,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
jaccardms,GPT_4_Turbo_Preview,expected,0.9166666666666666,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
semantic,GPT_4_Turbo_Preview,pred,0.8,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
semantic,GPT_4_Turbo_Preview,expected,0.6,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
semantic,GPT_4_Turbo_Preview,pred,0.75,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
semantic,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
jaccardms,GPT_4_Turbo_Preview,pred,0.9411764705882352,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
jaccardms,GPT_4_Turbo_Preview,expected,0.3529411764705882,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
factual,GPT_4_Turbo_Preview,pred,0.9285714285714286,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
factual,GPT_4_Turbo_Preview,expected,0.8571428571428571,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
jaccardms,GPT_4_Turbo_Preview,pred,0.7894736842105263,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
jaccardms,GPT_4_Turbo_Preview,expected,0.6842105263157895,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
semantic,GPT_4_Turbo_Preview,expected,0.8181818181818182,text2kg_prompt3,pset_length,stratum_1,044c08605d45785ec2fde65d0c7e9328,WebSite
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
jaccardms,GPT_4_Turbo_Preview,pred,0.44,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
jaccardms,GPT_4_Turbo_Preview,expected,0.76,text2kg_prompt3,pset_length,stratum_1,ffaa62434d1aa95419b80992efc8f22f,ProfilePage
factual,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
factual,GPT_4_Turbo_Preview,expected,0.7,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,pred,0.8181818181818182,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,expected,0.5714285714285714,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,pred,0.8666666666666667,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
semantic,GPT_4_Turbo_Preview,expected,0.75,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
jaccardms,GPT_4_Turbo_Preview,pred,0.9666666666666668,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
jaccardms,GPT_4_Turbo_Preview,expected,0.1666666666666666,text2kg_prompt3,pset_length,stratum_1,be6fda6c588678e4368a449365cd9285,ScholarlyArticle
factual,GPT_4_Turbo_Preview,pred,0.88,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
factual,GPT_4_Turbo_Preview,expected,0.5686274509803921,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
shacl,GPT_4_Turbo_Preview,pred,0.8918918948137325,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
semantic,GPT_4_Turbo_Preview,pred,0.5909090909090909,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
semantic,GPT_4_Turbo_Preview,expected,0.7931034482758621,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
factual,GPT_4_Turbo_Preview,pred,0.6333333333333333,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
factual,GPT_4_Turbo_Preview,expected,0.6,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,MedicalWebPage_Article
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,8c9f4567b5e1d659e71fa8075eb0638e,Question
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
factual,GPT_4_Turbo_Preview,pred,0.8888888888888888,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
factual,GPT_4_Turbo_Preview,expected,0.625,text2kg_prompt3,pset_length,stratum_1,00452a06e9cc4f50088ba755ac4200c3,Article
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,7eb55766885d7f9b3246ad43f0cf6962,ItemList_CreativeWork
semantic,GPT_4_Turbo_Preview,expected,0.5,text2kg_prompt3,pset_length,stratum_1,7eb55766885d7f9b3246ad43f0cf6962,ItemList_CreativeWork
jaccardms,GPT_4_Turbo_Preview,pred,0.1116751269035533,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
jaccardms,GPT_4_Turbo_Preview,expected,0.9238578680203046,text2kg_prompt3,pset_length,stratum_1,badc1050a6a565a92c03d7ac622e64b7,Quiz
factual,GPT_4_Turbo_Preview,pred,0.7777777777777778,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
factual,GPT_4_Turbo_Preview,expected,0.7272727272727273,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
jaccardms,GPT_4_Turbo_Preview,pred,0.8333333333333334,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
jaccardms,GPT_4_Turbo_Preview,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
semantic,GPT_4_Turbo_Preview,pred,0.6,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
semantic,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
jaccardms,GPT_4_Turbo_Preview,pred,0.8,text2kg_prompt3,pset_length,stratum_1,7eb55766885d7f9b3246ad43f0cf6962,ItemList_CreativeWork
jaccardms,GPT_4_Turbo_Preview,expected,0.6,text2kg_prompt3,pset_length,stratum_1,7eb55766885d7f9b3246ad43f0cf6962,ItemList_CreativeWork
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
jaccardms,GPT_4_Turbo_Preview,pred,0.8,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
jaccardms,GPT_4_Turbo_Preview,expected,0.5,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
factual,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
factual,GPT_4_Turbo_Preview,expected,0.9090909090909092,text2kg_prompt3,pset_length,stratum_1,43abb6a0ee1c114a7923f56ef5e9df0c,Article
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
factual,GPT_4_Turbo_Preview,pred,0.3,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
factual,GPT_4_Turbo_Preview,expected,0.2727272727272727,text2kg_prompt3,pset_length,stratum_1,284d7b14a89b7ca646c392613900d26e,WebPage
factual,GPT_4_Turbo_Preview,pred,0.7222222222222222,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
factual,GPT_4_Turbo_Preview,expected,0.59375,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,ea6c5c1226e1f84c195e618ae035a2de,ScholarlyArticle
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
semantic,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
semantic,GPT_4_Turbo_Preview,expected,0.8947368421052632,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
jaccardms,GPT_4_Turbo_Preview,pred,0.8461538461538461,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
jaccardms,GPT_4_Turbo_Preview,expected,0.8461538461538461,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
jaccardms,GPT_4_Turbo_Preview,pred,0.3055555555555556,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
jaccardms,GPT_4_Turbo_Preview,expected,0.8333333333333334,text2kg_prompt3,pset_length,stratum_1,ef0de88c35bba4a2e0cd1f9d8052dbd7,BlogPosting
jaccardms,GPT_4_Turbo_Preview,pred,0.8888888888888888,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
jaccardms,GPT_4_Turbo_Preview,expected,0.2777777777777778,text2kg_prompt3,pset_length,stratum_1,97aecc6074c374c9f9681ca156d6bf1e,Blog
jaccardms,GPT_4_Turbo_Preview,pred,0.967741935483871,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
jaccardms,GPT_4_Turbo_Preview,expected,0.1935483870967742,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
semantic,GPT_4_Turbo_Preview,pred,0.8214285714285714,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
semantic,GPT_4_Turbo_Preview,expected,0.6666666666666666,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
semantic,GPT_4_Turbo_Preview,expected,0.7142857142857143,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
factual,GPT_4_Turbo_Preview,pred,0.8181818181818182,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
factual,GPT_4_Turbo_Preview,expected,0.6923076923076923,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
factual,GPT_4_Turbo_Preview,pred,0.90625,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
factual,GPT_4_Turbo_Preview,expected,0.8421052631578947,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
jaccardms,GPT_4_Turbo_Preview,pred,0.8333333333333334,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
jaccardms,GPT_4_Turbo_Preview,expected,0.3055555555555556,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
shacl,GPT_4_Turbo_Preview,pred,0.6296296330589849,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3382adc1d64e6e5e17f8c8faf5945b93,WebSite
factual,GPT_4_Turbo_Preview,pred,0.6833333333333333,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
factual,GPT_4_Turbo_Preview,expected,0.4736842105263157,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,RealEstateListing_WebPage
semantic,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
semantic,GPT_4_Turbo_Preview,expected,0.5,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
factual,GPT_4_Turbo_Preview,pred,0.7391304347826086,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
factual,GPT_4_Turbo_Preview,expected,0.9230769230769232,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
jaccardms,GPT_4_Turbo_Preview,pred,0.9642857142857144,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,WebPage_RealEstateListing
jaccardms,GPT_4_Turbo_Preview,expected,0.2142857142857142,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,WebPage_RealEstateListing
jaccardms,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
jaccardms,GPT_4_Turbo_Preview,expected,0.1,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
semantic,GPT_4_Turbo_Preview,pred,0.9411764705882352,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
semantic,GPT_4_Turbo_Preview,expected,0.8333333333333334,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
jaccardms,GPT_4_Turbo_Preview,pred,0.979591836734694,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
jaccardms,GPT_4_Turbo_Preview,expected,0.5102040816326531,text2kg_prompt3,pset_length,stratum_1,759d65f8a527a9ed0764dbf746010506,TVEpisode
shacl,GPT_4_Turbo_Preview,pred,1.0,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
shacl,GPT_4_Turbo_Preview,expected,0.9500000024999998,text2kg_prompt3,pset_length,stratum_1,b9d095c4b09ce97ce8263b6af5a041c3,WebPage
jaccardms,GPT_4_Turbo_Preview,pred,0.7142857142857143,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
jaccardms,GPT_4_Turbo_Preview,expected,0.9523809523809524,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
jaccardms,GPT_4_Turbo_Preview,pred,0.2291666666666666,text2kg_prompt3,pset_length,stratum_1,3d70d0a437a759599426ba73d516c60e,NewsArticle
jaccardms,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,3d70d0a437a759599426ba73d516c60e,NewsArticle
shacl,GPT_4_Turbo_Preview,pred,0.836734697209496,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
shacl,GPT_4_Turbo_Preview,expected,1.0,text2kg_prompt3,pset_length,stratum_1,15f6e7abdf8054a0f5c2e21f3f34fc11,Article_MedicalWebPage
semantic,GPT_4_Turbo_Preview,pred,0.8571428571428571,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
semantic,GPT_4_Turbo_Preview,expected,0.8333333333333334,text2kg_prompt3,pset_length,stratum_1,9fa077acbb554876a574bb2e1a64cff4,BlogPosting
semantic,GPT_4_Turbo_Preview,pred,0.8148148148148148,text2kg_prompt3,pset_length,stratum_1,65cf5691e73f5465c25a17a551711177,WebPage_RealEstateListing
